Fecha,Clasificación,Tonelaje,Ley_Cu,Recuperación,Humedad,Consumo_Energía
2024-01-01 00:00:00,Media Ley,772.2326584052889,1.3712808369295626,84.44604262156112,7.973160431682849,606.4658850408142
2024-01-01 01:00:00,Alta Ley,1186.5779398879472,1.4261273634153848,83.54255289373324,9.36160723631675,727.9312834848022
2024-01-01 02:00:00,Alta Ley,984.5465197904176,1.6787106750526544,82.23552033153143,8.056670294071672,470.5477909187363
2024-01-01 03:00:00,Alta Ley,1183.7698522251812,1.897790991142527,85.76837010282094,8.682078195740226,434.83130813087973
2024-01-01 04:00:00,Media Ley,1005.6925654435669,1.304157454749059,84.78235266747667,8.654373959393618,487.0410389325954
2024-01-01 05:00:00,Media Ley,1020.3316888237945,1.6143732799434218,82.92648806636517,6.987291983338368,444.26276714879947
2024-01-01 06:00:00,Media Ley,1055.865197047332,1.45922181304327,81.48671127441675,8.857130331752717,526.1730438193883
2024-01-01 07:00:00,Alta Ley,881.4900512297082,1.6854327307621766,75.47334773774533,7.686271276940152,367.75955192971736
2024-01-01 08:00:00,Alta Ley,1179.2011216492033,1.9528373080223072,81.38098127824165,7.740347591705306,531.8506398601374
2024-01-01 09:00:00,Alta Ley,831.7929042887823,1.4279015287700956,82.43852426869515,10.097695189005327,691.1923238569825
2024-01-01 10:00:00,Media Ley,939.6899883224994,0.9990396999978808,85.75615536083421,8.597303366831518,299.7857446759449
2024-01-01 11:00:00,Alta Ley,1078.6397016464753,1.7231705030640878,94.81542942340752,7.361497975722791,383.13525700596887
2024-01-01 12:00:00,Alta Ley,923.6207139271804,1.2501884344183642,81.92021903243291,8.064538063009723,455.49426561127467
2024-01-01 13:00:00,Media Ley,1116.6296861222415,1.4570652789108667,79.88134573126415,8.036619926358222,554.1892820475906
2024-01-01 14:00:00,Media Ley,1206.3799259775935,1.7361092510614842,81.42751954348451,9.686093154338995,589.0382095765048
2024-01-01 15:00:00,Media Ley,1151.8819001580755,1.5892184560593323,85.76672383801058,8.039460580464105,580.9934492500836
2024-01-01 16:00:00,Media Ley,709.5827029482068,1.4694839923340866,87.94317729898137,10.207998653330968,330.8298177405005
2024-01-01 17:00:00,Alta Ley,1018.8770454429036,1.3272354862625038,88.64172606534771,6.7032673025799605,432.56541734037006
2024-01-01 18:00:00,Media Ley,1154.3023916044588,0.6300318659175004,89.13853999117133,7.967647246329306,409.9683091881916
2024-01-01 19:00:00,Media Ley,802.4876729766914,1.7094962447268607,89.84615293805987,7.237144557803445,493.4801115650176
2024-01-01 20:00:00,Alta Ley,1108.5415880843314,1.4241144902322709,83.60558181263416,7.505171394580374,501.8280085758821
2024-01-01 21:00:00,Media Ley,1100.1191172458969,1.9540008835067177,95.26570091870603,7.526878495390644,363.0772886529423
2024-01-01 22:00:00,Media Ley,818.1865162092602,1.619408408988561,83.22615739420618,7.288693320001123,456.04456449142396
2024-01-01 23:00:00,Media Ley,1125.1348998610242,1.337662388239547,85.54670288170455,9.730171804985622,558.0518545595704
2024-01-02 00:00:00,Alta Ley,1040.9046690294902,1.820061026512812,91.47913535886346,9.422560328842515,437.1669165410449
2024-01-02 01:00:00,Alta Ley,1097.5572683081903,1.8453388217874571,87.83212513993882,8.402644511464123,479.9766664609973
2024-01-02 02:00:00,Media Ley,855.0531421352301,1.4342904556942566,73.79576627988631,7.525648105110629,669.688981958064
2024-01-02 03:00:00,Alta Ley,1022.5204174557077,1.8580934596719683,85.02817915148427,7.3167669572223115,699.0029513519174
2024-01-02 04:00:00,Alta Ley,744.2682168801515,1.3334075833841859,89.30982378043244,8.741808741477769,283.86389073746415
2024-01-02 05:00:00,Media Ley,658.4513188700423,1.547894330822371,78.28264860235221,8.300150951236175,511.38975719984796
2024-01-02 06:00:00,Alta Ley,1021.1242639791625,1.6714225163156342,88.75346397564493,7.855174046400415,791.7032771208657
2024-01-02 07:00:00,Media Ley,1165.0896410141966,1.7354344752042568,86.95076970006727,8.54119300730043,547.8846867832576
2024-01-02 08:00:00,Media Ley,1037.940522139762,1.686456554584767,90.91960241925686,8.891070540910492,501.8490058947156
2024-01-02 09:00:00,Alta Ley,990.4830904083781,1.4002028458310483,81.5403433883068,7.845959969973028,631.2688178449648
2024-01-02 10:00:00,Alta Ley,971.869881991769,1.8281092922074325,89.97946707794623,7.212674087311921,521.8092806461666
2024-01-02 11:00:00,Alta Ley,858.6151912835401,1.4626718030680745,85.79804123700416,6.678884333172988,570.9137145511337
2024-01-02 12:00:00,Media Ley,966.7208644307041,1.329291791317442,93.83025152026144,8.250631674341463,478.9695505007957
2024-01-02 13:00:00,Media Ley,1063.2526702396667,1.3336986098060006,98.93024968906663,10.167245973132994,520.3510360414917
2024-01-02 14:00:00,Alta Ley,934.7166650799057,2.0819965174429003,92.69165219526276,6.889336730048756,542.66306900422
2024-01-02 15:00:00,Media Ley,1112.5880280753665,1.2774049715724165,87.40259339054113,9.099469081034057,586.5558765673985
2024-01-02 16:00:00,Media Ley,1029.3962550796905,1.887490568028134,96.60501998030902,7.324443840653211,456.82793179105806
2024-01-02 17:00:00,Alta Ley,1047.546912666011,1.159359991256949,88.01739020833992,7.525968464086914,454.1100912209122
2024-01-02 18:00:00,Media Ley,1133.299413032644,1.6463716335222558,80.46027143238692,8.914923480117832,307.2517572465906
2024-01-02 19:00:00,Alta Ley,920.9866851017514,1.5891250354472506,84.80363346524213,7.7447418433378035,461.2848944150176
2024-01-02 20:00:00,Media Ley,1098.9070879280428,1.9863680639178685,88.80836093147501,8.24825979649048,595.3035365097758
2024-01-02 21:00:00,Alta Ley,942.0284924122038,1.3036794314494455,89.12977077810032,8.229094756212364,546.3224456000135
2024-01-02 22:00:00,Media Ley,1050.927172572826,1.2208007346118839,79.3736755509617,7.326052338236592,400.32480975942343
2024-01-02 23:00:00,Alta Ley,903.1342974045148,1.4650468864959054,79.53233856770163,8.895097555920199,309.61375248758
2024-01-03 00:00:00,Alta Ley,863.3944265402902,1.9994405487721356,83.29345076895076,7.938417812767209,485.7579264912435
2024-01-03 01:00:00,Media Ley,1013.779711847274,1.2347524560168697,87.67271806728095,6.611489751082758,592.3777852643977
2024-01-03 02:00:00,Alta Ley,717.2199921968324,0.7234750103387403,88.3128127493996,7.1075159808673956,452.1101668190184
2024-01-03 03:00:00,Alta Ley,955.5598834736677,1.5179303512119848,85.70652562052405,4.883347152540109,355.50774958542013
2024-01-03 04:00:00,Alta Ley,759.0434491586229,1.7848568753883027,80.82785633241176,8.051992032174644,441.04928276953854
2024-01-03 05:00:00,Alta Ley,1116.8851051470413,1.1958582202080412,93.68471471509652,9.304066463348837,532.6158863915763
2024-01-03 06:00:00,Alta Ley,1157.5165894163372,1.7543796520059791,79.6397096907848,6.952850172220042,624.2437286525691
2024-01-03 07:00:00,Alta Ley,870.4073167868792,1.189226704496263,91.51170372426881,8.585538258338495,474.33049718756115
2024-01-03 08:00:00,Media Ley,1064.2469443710245,1.4560324392924964,88.69411641725183,8.43056738406191,605.4892412551746
2024-01-03 09:00:00,Media Ley,1134.8703570531238,1.7258046945858172,91.40166151935864,7.248122474412492,594.4042148149084
2024-01-03 10:00:00,Media Ley,1135.3703833752675,1.1437603794784685,82.77783353538541,9.53653415631817,382.3334842614513
2024-01-03 11:00:00,Media Ley,1032.1676250957462,1.5544539994522664,84.28672900955398,7.727339559775083,625.0708118269151
2024-01-03 12:00:00,Media Ley,1110.1457013342244,1.8644920533876712,85.27521278640522,10.010268379836553,529.5112767077143
2024-01-03 13:00:00,Media Ley,902.6003032119409,1.6421802297634052,82.61801119699243,6.364321030999778,379.3316946255781
2024-01-03 14:00:00,Alta Ley,1012.468369848502,1.2838121827227698,86.12629226747549,7.730864448408758,676.0831339937733
2024-01-03 15:00:00,Media Ley,929.9344889813835,1.9556155058150382,92.89544728035604,7.849747975983343,487.44244120699165
2024-01-03 16:00:00,Media Ley,889.9318039321954,1.697517753576747,78.51583076416013,7.959386978679319,305.65568476890826
2024-01-03 17:00:00,Alta Ley,1005.4095087204441,0.9418656000227079,81.71394145894455,8.71633098428828,429.37336520958905
2024-01-03 18:00:00,Media Ley,1052.1295564237112,1.759273084420268,81.17127340646871,11.398127317662901,404.75457582847736
2024-01-03 19:00:00,Alta Ley,1174.5263151932481,1.328587724274817,84.52790868931976,8.455066153534757,431.8260065885132
2024-01-03 20:00:00,Media Ley,1039.7733290948331,1.5589690642927394,84.32236865510565,8.024240242625478,455.4814587841753
2024-01-03 21:00:00,Alta Ley,1096.2895802442326,1.802401201287978,88.86157292220354,6.903800476432478,474.26107337150694
2024-01-03 22:00:00,Alta Ley,1097.9924759874307,1.3351186246005498,85.16861551460687,6.109893527346246,470.4997291482864
2024-01-03 23:00:00,Media Ley,1403.1301548545441,1.0063222157874558,86.51441638359651,9.170260831368088,490.25147740229414
2024-01-04 00:00:00,Baja Ley,728.4951395091131,1.9516635575717485,86.99224022756,7.453215844084291,558.7393386417555
2024-01-04 01:00:00,Alta Ley,896.8099199744233,1.8493750413605843,86.22702030602906,10.604158353245616,425.35636407727185
2024-01-04 02:00:00,Alta Ley,1221.108407873212,1.4738231960451162,88.51656530728796,8.868211618385555,618.1000531003946
2024-01-04 03:00:00,Alta Ley,947.1980387719789,1.7560264354476345,84.38838308933627,8.341559473447964,377.48165014283256
2024-01-04 04:00:00,Alta Ley,1132.870470640258,1.3891839803808947,93.231841980375,8.39412889589211,561.5118855825425
2024-01-04 05:00:00,Media Ley,1034.5014285644254,1.5290910530282549,97.70809923359396,8.403976765055466,664.3271327685934
2024-01-04 06:00:00,Media Ley,1315.7803601812016,1.456713617208978,88.53115487383535,7.30543305463623,482.26434513600907
2024-01-04 07:00:00,Media Ley,833.0418359404432,1.4013167743928092,86.1399558185453,6.248497296179649,519.3465370988239
2024-01-04 08:00:00,Alta Ley,1183.270082877822,1.6077907740257265,88.12291154658622,7.449314873484161,403.2027609624528
2024-01-04 09:00:00,Alta Ley,1262.4371957908747,1.1375463529063237,79.49483457058177,7.981643775806263,448.8218275874973
2024-01-04 10:00:00,Media Ley,847.8371684248,1.4245257507703262,85.90052733732708,7.3521826987719106,656.7678537214654
2024-01-04 11:00:00,Media Ley,1117.430536537202,1.5943438417450215,81.34337696525695,6.713916450040052,574.8482294383642
2024-01-04 12:00:00,Media Ley,855.1753021256417,2.0514302123884907,87.54988458620166,7.251789685037525,541.8544320093973
2024-01-04 13:00:00,Media Ley,1004.5242358802687,1.1497397354061911,81.36820346011426,9.035732466972942,306.2025452783452
2024-01-04 14:00:00,Alta Ley,961.5118104726739,1.656165917319728,83.27611277320553,8.748195784394147,428.35270989334157
2024-01-04 15:00:00,Alta Ley,639.5869097650469,1.6890446329283584,75.64014547238473,8.171409795903505,673.8991810326852
2024-01-04 16:00:00,Alta Ley,1063.6351389567849,0.936984380795179,79.13377155026166,8.587097926300295,541.0831963124151
